@relation train_teg

@attribute titulo string
@attribute resumen string
@attribute palabras_clave string
@attribute _mencion_ {'aplicaciones en internet','tecnologías de comunicación y redes de computadoras','base de datos','inteligencia artificial','sistemas de información'}

@data
'herramienta para la gestión y administración de redes ipv4 e ipv6 mediante la utilización del protocolo snmp','el presente trabajo especial de grado está enfocado hacia el desarrollo de una herramienta (manager), destinada a la gestión y administración de redes basadas en tcp/ip mediante la utilización de snmp v1/2c/3 y que funcione sobre los protocolos ipv4 e ipv6. con este manager de snmp se busca ofrecer una solución que permita llenar el vacío que existe en las herramientas de gestión y administración de redes basadas en snmp que son de código abierto. el primer paso en este trabajo fue la recopilación de información que pudiera ser de interés para el desarrollo de la aplicación. con este fin, se realizó un estudio de las herramientas similares ya existentes. se evaluaron las distintas funcionalidades implementadas por dichas herramientas, para determinar las funcionalidades idóneas que debe tener el manager de snmp a desarrollar. se infirió que la herramienta debía tener soporte para snmp v1/2c/3, soporte para ipv4 e ipv6, fácil instalación, fácil configuración, interfaz gráfica y ayuda al usuario. luego se seleccionaron las tecnologías a utilizar en el desarrollo del manager snmp. se optó por java como lenguaje de programación, debido a que posee las características requeridas para la implementación de las funcionalidades de la herramienta. también se emplearon las bibliotecas snmp4j y mibble. snmp4j es una interfaz de programación de aplicaciones snmp. mibble provee una serie de clases que permiten leer y analizar mibs. en el manager de snmp desarrollado se implementaron las funcionalidades anteriormente expuestas. pero también se incluyeron otras adicionales, como la capacidad de importar mibs, generar y recibir traps snmp v1/2c/3 e informs snmp v2c/3, get table y mib walk con soporte para snmp v1/2c/3. con el generador y receptor de traps e informs, el usuario podrá recibir cualquier alerta o notificación emitida por algún agente snmp, como también enviar notificaciones o alertas a otros. el get table permite consultar una tabla completa, todas sus filas y columnas son mostradas en pantalla. el mib walk brinda la posibilidad de recorrer subárboles de la mib y retornar las variables y valores encontrados.','administración de redes, snmp, mib.','tecnologías de comunicación y redes de computadoras'
'capa de servicios de base de datos del sistema generador de ambientes de enseñanza-aprendizaje (ambar)','el presente trabajo consiste en el análisis, diseño e implementación de la capa de servicios web de base de datos del sistema generador de ambientes de enseñanza-aprendizaje (ambar) como implementación de una arquitectura orientada a servicios (soa). la definición de los servicios web para el acceso a la base de datos de ambar mejora la interoperabilidad entre las diferentes aplicaciones que constituirán el sistema, ya que éstos ofrecen una alternativa de software independiente en cuanto a la plataforma, basada en estándares para la integración de aplicaciones, la automatización de procesos de negocio y la publicación de la información de diversas fuentes. el contar con una infraestructura integrada, segura, escalable y disponible disminuye los costos y permite compartir información de manera confiable. el sistema desarrollado proporciona un espacio para manipular objetos de aprendizaje (oa) que pueden ser almacenados y recuperados de la base de datos de ambar a través del sistema manejador de base de datos orientado a objetos database for objects (db4o) de software libre, basado en una arquitectura mvc (modelo vista controlador) para los servicios web y haciendo uso del patrón dao (data access object) para el acceso a los datos. los objetos son descritos a través de una metadata asociada, que permite identificarlos para luego potenciar su búsqueda, evaluación, obtención y reutilización, es decir, establece un modelo de datos utilizado por scorm, que no es más que un conjunto de normas técnicas que permiten a los sistemas de administración de aprendizaje (lms, por sus siglas en ingles) en línea, importar y reutilizar contenidos de aprendizaje que se ajusten al estándar. las tecnologías y herramientas utilizadas que contribuyeron al desarrollo exitoso de la aplicación fueron las siguientes: jsp, tecnología que permite generar contenido dinámico para ambiente web con programación en java; java servlet, programa que se ejecuta en el contexto de un servidor con el fin de generar páginas web de forma dinámica a partir de lenguaje orientado a objetos para el desarrollo de los servicios web; servidor de apache tomcat, servidor que se utilizó como contenedor web de la aplicación; axis, implementación de soap(simple object access protocol) que proporciona el entorno para la ejecución y publicación de los servicios web; staruml, herramienta para generar diagramas uml; eclipse, jcreator utilizados como editores para la programación.','servicios web, arquitectura soap, base de datos orientada a objetos (bdoo), objetos de aprendizaje (oa), scorm, lom, ims content packaging, ims learning desing, repositorio de oa, ambar, aplicaciones cliente-servidor.','base de datos'
'actualización y consulta de bases de datos oracle a través del world wide web','hace aproximadamente 20 años, nació la red internet. ella comenzó como una red pública que permitía intercambiar información entre instituciones de investigación y universidades. poco a poco fue creciendo y alejándose de sus usuarios originales. empresas privadas comenzaron a dar acceso a la red por un pago mensual, permitiendo por ende que cualquier persona que tenga un computador, un módem, una línea telefónica y pueda pagar la cuota, accese a la red de redes. los costos de los equipos han descendido, las empresas que permiten el acceso a la internet (internet server provider) cada vez son más, y en más países. los programas y protocolos de la red se han perfeccionado y en estos momentos permiten no sólo intercambiar texto, sino también imágenes, sonido y video. una de las creaciones más importantes de la red es la world wide web. esta herramienta nació para permitir a los usuarios accesar archivos hipertextos desde cualquier computadora que se encuentre conectada a la internet. hoy en día, por la simplicidad y flexibilidad del protocolo en el que se sustenta (hypertex transfer protocol, http) para distribuir la información, su simple y consistente interfaz y la disponibilidad global del browser, es la más usada para a publicación y búsqueda on-line de datos, imágenes, sonido y video. también, dado que trabaja sobre cualquier plataforma y ambiente de red, es rica en recursos, es eficiente y soporta una gran cantidad de usuarios, se está usando mucho para construir aplicaciones manejadas por datos y para ejecutar varias de estas aplicaciones en distintos servidores (computación distribuida). por otro lado, se encuentra el mundo del almacenamiento de datos (las base de catos). a lo largo de los años, se han ido mejorando los sistemas manejadores ce bases de datos, han bajado los costos de los discos de almacenamiento y cada vez son más potentes las computadoras; logrando que la creación de las bases de datos sea cada vez más fácil, que se puedan almacenar grandes cantidades de datos y que se pueda disponer de ellos rápidamente. pero actualmente, los manejadores de base de datos enfrentan nuevos retos. cada día se hace más necesario compartir datos almacenados en diferentes computadores, ubicados en diferentes lugares y deben tener interfaces que permitan a los usuarios integrar datos, sonido, imágenes y video. los manejadores se enfrentan al problema de tener los datos distribuidos en distintas plataformas y ambientes de red. también aumentan los precios del mantenimiento de los datos, hay que comprar una licencia por cada computador c je contiene un manejador y por cada usuario que va a accesar la información.  para enfrentar esto, se ha pensado en la necesidad de un lenguaje estándar que trabaje de la misma forma en cualquier máquina, donde no haya necesidad de mover o duplicar la base de datos y donde no importe cómo y de dónde se accesa la información. por eso, el world wide web es la solución a este problema. con el, con sólo crear una aplicación que haga la interfaz entre el servidor de http y la base de datos, se puede accesar la información desde cualquier lugar del mundo que esté conectado a la internet o desde cualquier computadora de una red local que trabaje con el protocolo tcp/ip, sin que el programador tenga que preocuparse de cómo hacerlo. el problema de la interfaz queda resuelto, al igual que la integración de diferentes datos. los costos bajan, porque sólo se necesita la licencia del manejador y la de un usuario, porque el acceso se hace a través del servidor de http. pero ahora, el problema esta en crear las aplicaciones. en principio, cualquier programador que conozca sobre lenguajes de programación, lenguaje de búsqueda de la base de datos, y su uso desde la world wide web, puede hacerlo, pero de esta forma quedan excluidos los usuarios menos entendidos. • por esto, con este trabajo nos planteamos desarrollar una herramienta que permita a los usuarios diseñar formas para hacer búsquedas en la base de datos oracle, usando como interfaz gráfica la world wide web, sin necesidad de conocer de programación.','línea telefónica, world wide web, hypertex transfer protocol, computación distribuida, internet server provider, red pública, módem, imágenes','base de datos'
'ambiente de manejo de datos orientado a objeto para una herramienta case','desde los inicios de la civilización, la humanidad ha necesitado la información como ayuda en la lucha por la supervivencia, así como en los intentos de administrar las organizaciones. la creciente complejidad en las organizaciones sociales, políticas y económicas ha aumentado en gran medida la necesidad de tener información de una manera más conveniente y óptima, y en esta misma medida, el tipo de información ha ido evolucionando en complejidad y diversidad. para nadie es un secreto que la información es un recurso de vital importancia para las organizaciones a todos los niveles, y un proceso de manipulación eficiente y eficaz garantizará el éxito de éstas; el uso de los sistemas manejadores de base de datos (smbd) será de gran ayuda en la consecución de este objetivo. el desarrollo tanto de los smbd como el de la tecnología orientada a objeto (00) está abriendo un nuevo campo en el estudio de la computación en los últimos años, el de los smbdoo. estos han surgido como una necesidad de mantener un enfoque 00 durante todo el desarrollo de un proyecto, además de poder almacenar los objetos tal y como estos se han concebido. uno de los problemas más comunes al que se enfrentan los analistas de sistemas, es tener que comenzar el diseño de los sistemas desde cero, sin poder aprovechar todo el conocimiento que se haya obtenido previamente sobre un determinado dominio de aplicación. lo ideal sería tratar de aprovechar el trabajo realizado previamente por un analista en la especificación de un sistema de información y además emplear todo o parte del conocimiento que se tiene de un dominio de aplicación particular para la especificación de un nuevo sistema de información. una de las alternativas que se plantea es la reutilización del conocimiento sobre diversos dominios de aplicación. la reutililización del conocimiento a través de esquemas genéricos, permite que otros analistas puedan emplear el conocimiento existente en un dominio de aplicación, para la especificación de un nuevo sistema de información perteneciente al mismo dominio. esto nos hace pensar que si existiera una herramienta computacional que sea capaz de apoyar la reutilización del conocimiento previo en un área determinada, los analistas podrían beneficiarse con una reducción considerable en el tiempo y esfuerzo que invierten en el desarrollo de nuevas aplicaciones, pertenecientes a un dominio específico. en el centro de investigación en sistemas de información (cisi) de la escuela de computación de la facultad de ciencias, de la u.c.v., se ha desarrollado bajo el enfoque oo una herramienta capaz de generar esquemas de aplicación a partir de especificaciones hechas por expertos en áreas determinadas (metaesquemas y esquemas genéricos) y que modela todos aquellos procesos que apoyan a los analistas en el desarrollo de nuevas aplicaciones, teniendo como base la reutilización del conocimiento. el desarrollo de esta herramienta, denominada gecase, ha sido tema para el desarrollo de dos (2) tesis de pregrado. dicha herramienta permite reutilizar las características comunes de cualquier dominio de aplicación, a través de la definición de esquemas de aplicación mediante la instanciación de diferentes metaesquemas (e/r, o.o., etc.) y esquemas genéricos, los cuales capturan las características generales de la aplicación, perteneciente a un dominio de aplicación particular, ofreciendo además, gran apoyo al usuario al momento de desarrollar cualquier aplicación. la versión actual de gecase gestiona toda la información que maneja, a través de archivos planos, realizando divisiones lógicas dentro de este, colocando en cada línea información de cada una de las clases que manipula así como otro tipo de información necesaria para su funcionamiento, como por ejemplo, la ubicación del metaesquema. en este t.e.g. se presenta el proceso realizado para definir un esquema de base de datos oo, capaz de soportar el almacenamiento persistente de toda la información que manipula la herramienta gecase, así como el proceso necesario para integrar a esta herramienta el smbdoo poet, en su versión 4.0.','información, aplicación, reutililización, ubicación, herramienta computacional, herramienta gecase, gecase gestiona, enfoque oo','base de datos'
'ampliación de una plataforma operacional para la gerencia de eventos','marketing technology events (mte) es una empresa de servicio integral para eventos corporativos y masivos, especializada en proveer soluciones móviles, para hacer más eficiente los procesos internos y externos de las organizaciones en la captura de datos, control de invitados y proveedores, seguridad de datos, impresiones, transmisión móvil, procesamiento electrónico de datos; y presentar en tiempo real los resultados solicitados por las organizaciones que llevan a cabo eventos. dentro de los servicios que presta mte encontramos trace events, por medio de este servicio mte es capaz de ofrecer registro de invitados, información en tiempo real del número de asistentes a un evento, información acerca de los invitados y de esta forma brindar información de gran valor agregado para los organizadores de un evento. mte decidió ampliar la capacidad del servicio trace events, aumentar la capacidad de información que se le puede brindar a los organizadores de eventos, facilitar la recolección de información mediante el uso de dispositivos más avanzados que incluyen scanners ópticos, para lograr esto se debe re diseñar el sistema de base de datos original, para que se ajuste a los nuevos requerimientos. en este trabajo de grado se muestra como se llevó a cabo esta ampliación de la plataforma de mte desde la propuesta de ampliación, el estudio de las herramientas necesarias para lograr lo propuesto, el análisis, diseño, construcción y prueba de la nueva plataforma.','transmisión móvil, servicio trace events, marketing technology events, procesamiento electrónico, servicio mte, servicio integral','base de datos'
'automatizacion de la administracion del ambiente de los sistemas financieros de pequiven (millennium)','petroquimica de venezuela, s.a. (pequiven), es una empresa filial de petróleos de venezuela, s.a. (pdvsa), la cual tiene la responsabilidad de producir y comercializar los productos petroquímicos y química afín, así como de cubrir la demanda de fertilizantes generada por las actividades agrícolas del país. actualmente pequiven desarrolla una política de captación de nuevos mercados, para lo cual ha aumentado su cartera de productos, ofreciendo una mayor variedad y calidad. por otro lado, ha puesto en marcha la construcción de varias plantas en todo el país, como parte de esta misma estrategia. todo esto origina que los procesos tanto de manufactura como administrativos se hagan más grandes y complejos y requieran de un profundo estudio que permita diagnosticar de una forma precisa si se están ejecutando en una forma v eficiente, y así garantizar que la empresa mantenga o mejore sus niveles de competitividad.. el objetivo principal del presente trabajo especial de grado es elaborar, en el área de base de datos, específicamente en la administración del ambiente de los sistemas financieros de pequiven (millennium), un diagnóstico utilizando los conceptos de calidad de gestión de los procesos que se ejecutan, tanto manuales como automáticos y diseñar a través de la reingeniería, una nueva forma de ejecutarlos (donde sea necesario), automatizando las tareas que lo requieran, con el fin de hacer una utilización óptima de los recursos involucrados.','actividades agrícolas, productos petroquímicos, gestión, administración, automáticos, sistemas financieros','base de datos'
'automatización de los procesos de pre-inscripción y académicos realizados en el postgrado de física','hoy en día, tanto organizaciones públicas como privadas, están adoptando cambios con el objetivo de conseguir una mejora y una modernización efectiva de sus procesos cotidianos, de manera de obtener una mayor eficiencia en su funcionamiento y brindar una mayor calidad en sus servicios. dentro de este ámbito, la tecnología adquiere un papel muy importante, ya que abarca no sólo el uso cada vez más frecuente de internet, sino que además, provee una gran cantidad de herramientas que facilitan el proceso de modernización de las actividades laborales, obteniendo una eficiente automatización de tareas cotidianas, y logrando así, incrementar la productividad y rendimiento de la organización. actualmente, el postgrado de física de la facultad de ciencias de la universidad de venezuela, requiere la automatización del proceso de pre- inscripción de los estudiantes interesados en esta área, de manera de agilizar la inscripción de los mismos al postgrado, al igual que automatizar los procesos que se realizan en materia académica, tales como manejo de los datos de los estudiantes, registros de notas, elaboración de constancias (estudios, notas) y planillas (inscripción, retiro/modificación de materias, record estudiantil), además de la elaboración de reportes referentes a la información manejada de estudiantes, profesores y materias del postgrado, entre otros procesos concernientes al manejo y control de todas las tareas realizadas en el postgrado. debido a estas necesidades, se requiere desarrollar una aplicación que permita la automatización de dichos procesos, de manera de obtener importantes beneficios como: ahorro de tiempo, reducción de costos en cuanto a utilización de papel como medio de manipulación de la información (lo cual genera grandes cantidades de información acumulada), mayor rapidez en la realización de las tareas cotidianas llevadas a cabo por el personal responsable de dichas labores, además, de poder dar respuesta inmediata a las solicitudes de información manejada por el postgrado. el objetivo de este trabajo especial de grado consiste en analizar, diseñar e implementar una aplicación web que permita manipular y controlar toda la información manejada tanto en el proceso de pre-inscripción como en los procesos académicos llevados a cabo por el postgrado de física, con el fin de dar respuestas rápidas y efectivas a las solicitudes de información requeridas tanto por el personal administrativo y docente que labora en el postgrado de física, como por la población estudiantil interesada en cursar materias en las distintas áreas de la física ofrecidas por dicho postgrado.','organizaciones públicas, aplicación web, información, aplicación, automatización, reducción, manipulación','base de datos'
'base de datos orientada a objeto para el sistema mapex','el desarrollo de software comprende un número importante de actividades, facilitadas por el computador a través de los ambientes de programación, que brindan un conjunto de herramientas para tal fin dichas herramientas aportan datos de posterior utilidad y por consiguiente necesitan ser almacenados, actualizados y recuperados en forma segura y eficiente, lo cual promueve la idea de incorporar a los armbientes de programación un \"elemento\" que se atribuya las labores mencionadas y a su vez mejore la cooperación entre las distintas herramientas. el objetivo principal de este trabajo, es concebir dicho “elemento”, resolviendo la representación compleja propia de los datos empleados por los ambientes de programación, usando modelos semánticos de base de datos y la orientación a objeto. en particular, se desarrolla una base de datos para el prototipo de ambiente de programación ada denominado mapex, el cual es un proyecto del grupo isys de la escuela de computación, facultad de ciencias, universidad central de venezuela. además, se consigue proponer un plan de trabajo sistemático, como una guía general a quién se da a la tarea de diseñar una base de datos para un determinado ambiente de programación y bajo este esquema se define el diseño de la base de datos para el sistema mapex, cuya implantación se lleva a cabo sobre la plataforma dos versión 3.3 con equipos ibm ps/2','equipos ibm ps/2, programación, sistema mapex, versión 3','base de datos'
'desarrollo de un data warehouse como herramienta de apoyo para el sector salud','el presente trabajo consiste en el análisis, diseño y la construcción de una base de datos con filosofía multidimensional, como herramienta de apoyo al proceso de toma de decisiones en las áreas de consulta externa, hospitalización, epidemiología y emergencia dentro del sector salud de nuestro país. esto es lo que se denomina \"data warehouse\", el cual permitirá resumir la información presente en los distintos sistemas operacionales, de manera de tomar sólo aquellos datos de interés, que alimentarán a las estructuras de la nueva base de datos multidimensional. con la finalidad de que esta pueda proveer la información necesaria para el proceso de análisis de la información y generación de reportes estadísticos, requeridos por los usuarios de las distintas áreas.','reportes estadísticos, información, hospitalización, consulta externa, data warehouse, sector salud','base de datos'
'desarrollo del modulo académico de sigepost: sistema de gestión para la coordinación de postgrado de la facultad de ciencias de la ucv','en nuestros días, las organizaciones que elaboran procesos de producción, son competitivas debido a la gran demanda existente a nivel mundial por la búsqueda de la perfección en los procesos que realizan. para comenzar es necesario dejar en claro que el significado de la competitividad puede equipararse con eficiencia y eficacia de la organización, es decir que con respecto a las empresas competitivas en el aspecto productivo pueden ser aquellas que logran conocer su sistema de producción a un altísimo nivel y bajos costos. uno de los objetivos de todas las organizaciones es poder sobresalir en la competencia, para ello realizan constantemente un conjunto de cambios a fin de mejorar los procesos esenciales, para finalmente obtener una mejora en la relación precio/rendimiento. actualmente la dirección de postgrado de la facultad de ciencias de la universidad central de venezuela, realiza el manejo de los procesos de manera manual, lo que implica que el tiempo de respuesta es muy alto en comparación a los tiempos de respuesta de un sistema automatizado. esto conlleva a plantear una solución para optimizar la necesidad del manejo de los procesos en cuanto a tiempo de respuesta y el uso eficiente de los recursos. para ello, se plantea como objetivo principal de esta investigación, esbozar todo el marco teórico concerniente para llevar a cabo la reingeniería y optimización de los procesos de trabajo manejado por la dirección de postgrado de la facultad de ciencias de la universidad central de venezuela, particularmente los manejados dentro de la unidad académica.','modulo académico, producción, sigepost','base de datos'
'prototipo de sistema experto para identificar los diferentes órdenes de mamíferos como apoyo didáctico al personal docente de biología.','en la actualidad, la identificación de mamíferos es una tarea que se lleva a cabo en la escuela de biología tanto por profesores como por estudiantes. esta tarea es realizada a través del uso de un libro de claves donde el profesor o estudiante debe obtener las características externas e internas del animal y compararlas con las claves existentes en el libro. el manejo de las claves no es una tarea fácil debido a las numerosas claves que deben manejar y a la complejidad de estas lo que trae como consecuencia que los profesores y estudiantes dependan de la ayuda de personas expertas las cuales muchas veces no están disponibles o son escasas. debido a la importancia del estudio de la clase mammalia, además de las pocas personas expertas y a las grandes cantidades de tiempo que pierden los investigadores, estos requieren que se desarrolle un sistema basado en el paradigma de sistema experto que ayude a solucionar el problema de inferir los órdenes pertenecientes a la clase mammalia (mamíferos). este sistema podrá ayudar al personal inexperto en el área docente y en el área didáctica, ya que mediante una serie de características externas, las cuales están soportadas por imágenes y textos permitirá que dichas personas puedan inferir o identificar de una forma rápida el orden asociado a la especie que se desea identificar, el cual representa el principal objetivo de este trabajo especial de grado (t.e.g). por las razones expuestas anteriormente y debido a que la solución del problema requiere de un experto, se propuso diseñar, desarrollar e implementar un prototipo de sistema experto el cual representa una alternativa para aquellas áreas donde la solución viene dada por una persona experta.','área docente, imágenes, clase mammalia, mamíferos','inteligencia artificial'
'prototipo de sistema experto para precomité','los sistemas de información hoy en día juegan un papel significativo en todas las áreas de las diferentes organizaciones. ya que éstos se convierten en un factor integrador de los negocios que en ellas se pueden manejar, convirtiéndose en un elemento estratégico para lograr un manejo eficaz y eficiente de las empresas. debido a esto se crea la necesidad que las aplicaciones computacionales estén dirigidas hacia aquellas que permitan analizar y dar solución a los posibles problemas que se puedan encontrar en una organización. como consecuencia, se han desarrollado tecnologías que permiten el desarrollo de nuevos sistemas de información, los cuales hacen posible trabajar con parámetros imprecisos, ofreciendo a los usuarios un incremento en el aprovechamiento de la pericia humana. los sistemas expertos se presentan como una alternativa ideal para ser incorporados dentro de la plataforma tecnológica de la empresa, con el fin de hacerse más competitivos. es por ello que el siguiente trabajo tiene como objetivo principal mostrar como los sistemas expertos pueden contribuir en el proceso de toma de decisiones en el área financiera. específicamente, a través del desarrollo de un prototipo de sistema experto en el área de aprobación de tarjetas de crédito con la colaboración de la organización provincial. a continuación esbozamos la situación actual. la necesidad de desarrollar un sistema experto para la aprobación de tarjetas de crédito surge porque existen pocas personas dentro de una organización financiera con la pericia suficiente en esta área, con lo que se hace necesario la documentación del mismo. además, las personas con el perfil necesario para llevar a cabo esta función ocupan cargos gerenciales cuyas actividades se ven afectadas. adicionalmente, las condiciones en la banca nacional genera poca estabilidad para el personal con altos conocimientos en el área crediticia, en particular, porque existe una gran demanda por parte de empresas financieras que quieren incursionar en el negocio de tarjetas de crédito. por ello, la necesidad imperiosa de poder conservar la pericia de los expertos en esta área. también, en la actualidad se presenta un aumento considerable en el volumen de las solicitudes de tarjetas de crédito recibidas diariamente, las cuales humanamente no pueden ser procesadas por la persona encargada, generándose una acumulación que es contraproducente para el nivel de servicio que tiene como política mantener la organización. debido a que es el primer desarrollo de sistema experto en la organización, se estableció que como proyecto piloto se tendrá el desarrollo de una aplicación que abarcará el área de precomité. a través del levantamiento de información realizado se pudo conocer que los procesos tal cual como se llevan a cabo en la actualidad en el departamento de investigación, gerencia de crédito, donde se encuentra inmerso el proceso de precomité, representan un cuello de botella para el proceso de aprobación de tarjetas de crédito, ya que son esencialmente procesos manuales, es por ello la necesidad del desarrollo de un sistema experto para precomité, el cual permita eliminar las dificultades encontradas en la organización.','plataforma tecnológica, organización provincial, organización financiera, información, aplicación, proyecto piloto','inteligencia artificial'
'reconocedor de moleculas de azúcares en compuestos de flavonoides usando el modelo auto-organizativo de kohonen','la computación neuronal es una rama de las ciencias de la computación, cuyos inicios datan desde finales de la década de los treinta, cuando rashevsky1 introduce sus ideas acerca de la actividad neuronal basada en ecuaciones diferenciales. las redes neuronales pueden aplicarse a prácticamente cualquier problema y en cualquier área (física, química, ingeniería, etc.), debido a la flexibilidad de adaptación a los mismos. ahora bien, específicamente en el área de química orgánica, uno de los problemas más comunes es el análisis e identificación estructural de compuestos en mezclas. el proceso se realiza a través de métodos de purificación y separación bastante costosos, los cuales permiten separar químicamente los compuestos para su posterior análisis e identificación por técnicos químicos y espectroscópicos. no sólo es importante disponer de excelentes procesos de separación, sino además tener sistemas automáticos de identificación lo cual facilitaría el trabajo además de reducir los costos. uno de los métodos espectroscópicos más usados es la resonancia magnética nuclear. en este trabajo se plantea la identificación automática de glicósidos en flavonoides a partir de los espectros de resonancia magnética nuclear de carbono-13 y el uso de técnicas de computación emergente. el objetivo fundamental de este trabajo es el reconocer moléculas de azucares en muestras de flavonoides, bajo la filosofía de redes neuronales no supervisadas aplicando el modelo de kohonen, el cual, experimentalmente, es uno de los mejores modelos de agrupación y clasificación que existen en el área.','análisis e identificación estructural, resonancia magnética nuclear, identificación automática, química orgánica, sistemas automáticos, computación neuronal, computación emergente, espectroscópicos, química, clasificación','inteligencia artificial'
'redes neurales aplicadas a la telefonía celular','una manera de determinar fallas o focos de fallas en las celdas de un sistema de telefonía celular, es mediante el análisis de un conjunto de valores estadísticos provistos por la central celular. entre los valores más importantes destacan, porcentaje de congestión, fallas de registro, llamadas caídas porcentaje de falla de handoff, etc., el análisis de estos arroja como resultado el estado de la celda, es decir, su nivel de desempeño. los estadísticos se organizan en un vector o patrón, que muestra el desempeño de una celda en particular, reconocer e identificar este patrón permitirá indicar el estado de una celda. el problema de reconocimiento de patrones de desempeño de celdas de telefonía celular es realizado por un experto en análisis en trafico celular, este problema se caracteriza por poseer una gran cantidad de patrones, una base de datos histórica, patrones incompletos y desconocimiento del discriminante que permite indicar una clasificación. se propone una herramienta basada en el paradigma neural de retropropagación del error, que permite reconocer seis categorías de desempeño de las celdas para realizar el análisis de trafico de las mismas. la red de retropropagación es entrenada con patrones de una celda en particular, para posteriormente verificar la base de conocimiento (conjunto de pesos) obtenida analizando el trafico de celdas vecinas geográficamente, con trafico similar, los resultados obtenidos son altamente satisfactorios. el desarrollo de la herramienta neural de clasificación, se lleva a cabo siguiendo un método de diseño y desarrollo de aplicaciones neurales.','telefonía celular, red de retropropagación, reconocimiento de patrones.','inteligencia artificial'
'prototipo de sistema experto para la identificación de especies del subgénero panicum, género panicum, familia de las gramíneas','actualmente, en la fundación instituto botánico de venezuela, se lleva a cabo la identificación de especies de gramíneas, en particular las del género panicum, subgénero panicum, de manera manual, es decir, manipulando claves rigurosas, consultando referencias bibliográficas, revisando especies ya identificadas, etc. este proceso requiere además un alto grado de experticia, así como el dominio de términos botánicos necesarios para alcanzar la identificación de las especies. este proceso es muy lento y complejo por las características del mismo, entre las que destacan: la existencia de muestras con insuficientes características morfológicas, en ocasiones el poco dominio de la persona interesada en identificar las especies sobre los conceptos y términos botánicos utilizados en el proceso, así como también la no disponibilidad de expertos en el género cuando se necesita de sus conocimientos. la importancia de la identificación radica en la necesidad de consultar aspectos que puedan aportar conocimientos esenciales para el estudio y/o trabajos de investigación, en áreas como la botánica, la medicina, farmacia, etc. surge entonces la motivación de construir un mecanismo que permita llevar a cabo el proceso de identificación de especies de la familia de las gramíneas, género panicum, subgénero panicum, utilizando el conocimiento experto, fundamental y básico del área. dada la importancia que reviste la correcta identificación, se plantea la siguiente pregunta de investigación: ¿es posible desarrollar un mecanismo que, utilizando conocimiento experto, básico y fundamental del área, permita inferir especies del subgénero panicum, género panicum, familia de las gramíneas automatizando así el proceso de identificación? se propone entonces, desarrollar un prototipo de sistema experto que permita inferir éstas especies de forma tal que el proceso de identificación sea rápido, fácil y eficiente. para responder ésta pregunta se hace necesario revisar y analizar los principales aspectos del paradigma de los sistemas basados en conocimiento, específicamente los sistemas expertos, así como resaltar las características de la familia de las gramíneas, destacando su importancia como objeto de esta investigación.','subgénero panicum, género panicum, botánica, género, identificación, gramíneas, sistema experto','inteligencia artificial'
'sistema basado en conocimiento para la identificación de especies del género panicum, familia de las gramíneas','la identificación de especies del género panicum, subgéneros panicum, agrostoides, megathyrsus, steinchisma, phanopyrum y dichantelium, familia de las gramíneas, es un proceso que se lleva a cabo constantemente en la fundación instituto botánico de venezuela (fibv), de manera adicional a la identificación se realiza la búsqueda, recuperación y despliegue de información. este proceso se lleva a cabo de manera manual utilizando para ello claves rigurosas, consultando referencias bibliográficas, revisando especies ya identificadas, etc. y además se requiere, de un alto grado de experticia y conocimiento de términos botánicos. este proceso es muy lento y complejo por las características del mismo, entre las que se tienen: existencia de muestras con insuficientes características morfológicas, en ocasiones el poco dominio de la persona interesada en la búsqueda de la información acerca de los conceptos y términos botánicos utilizados en el proceso, la no disponibilidad de expertos, además de que la información disponible no se encuentra debidamente organizada. la importancia de dicho proceso radica en la necesidad de consultar aspectos que puedan aportar conocimientos esenciales para el estudio y trabajos de investigación, en áreas como la botánica, la medicina, farmacia, etc. surge entonces la motivación de proponer un mecanismo que permita llevar a cabo la identificación de especies de la familia de las gramíneas, género panicum, subgéneros panicum, agrostoides, megathyrsus, phanopyrum, dichantelium y steinchisma, utilizando para ello métodos de búsqueda basados en el conocimiento experto, básico y fundamental del área. dada la importancia que reviste llevar a cabo de manera correcta este proceso, se plantea la siguiente pregunta de investigación: ¿cómo realizar la identificación de especies del género panicum, subgéneros panicum, agrostoides, megathyrsus, phanopyrum, dichantelium y steinchisma, familia de las gramíneas de forma organizada y eficiente? para responder esta pregunta es necesario adquirir el conocimiento relacionado con el área de interés (panicum), y es por esto que se requiere afianzar la base teórica relativa al conocimiento, bases de conocimiento, métodos de adquisición de conocimiento, etc.','botánica, información, búsqueda, claves rigurosas','inteligencia artificial'
